4381.1936 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1280, 1024]. Using actual size
4382.1737 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2C40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2BE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2A30>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000011728FE4B20>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1280, 1024]), stencilBits=0, stereo=False, title='PsychoPy', units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4382.1738 	EXP 	window1: backgroundImage = ''
4382.1738 	EXP 	window1: backgroundFit = 'none'
4382.1740 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2D60>
4382.1742 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2D60>
4382.1856 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2D60>
4382.1864 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2D60>
4382.2465 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2D60>
4382.2467 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2D60>
4382.2474 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2D60>
4382.2480 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000011723AB2D60>
4382.2630 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4382.2631 	EXP 	window1: recordFrameIntervals = False
4382.7799 	EXP 	window1: recordFrameIntervals = True
4382.9633 	EXP 	Screen (0) actual frame rate measured at 60.01Hz
4382.9633 	EXP 	window1: recordFrameIntervals = False
4383.0606 	EXP 	window1: mouseVisible = False
4387.2396 	EXP 	Dual_para: status = STARTED
4387.2398 	EXP 	window1: mouseVisible = False
4387.6039 	EXP 	Created text_welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=36.0, italic=False, languageStyle='LTR', name='text_welcome', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='pix', win=Window(...), wrapWidth=1000.0)
4387.6041 	EXP 	window1: mouseVisible = False
4387.6390 	EXP 	Created text_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=36.0, italic=False, languageStyle='LTR', name='text_instructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='pix', win=Window(...), wrapWidth=1000.0)
4387.6392 	EXP 	window1: mouseVisible = False
4387.6411 	EXP 	Created square = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([40., 40.]), units='pix', vertices=ndarray(...), win=Window(...))
4387.6412 	EXP 	window1: mouseVisible = False
4387.6902 	EXP 	Created fixation_cross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=48.0, italic=False, languageStyle='LTR', name='fixation_cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='pix', win=Window(...), wrapWidth=500)
4387.6904 	EXP 	window1: mouseVisible = False
4387.6950 	EXP 	Created circle = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='circle', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([20., 20.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
4387.6951 	EXP 	window1: mouseVisible = False
4387.6963 	EXP 	Created letter = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=48.0, italic=False, languageStyle='LTR', name='letter', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
4387.6964 	EXP 	window1: mouseVisible = False
4387.7079 	EXP 	Created text_mental_demand = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=48.0, italic=False, languageStyle='LTR', name='text_mental_demand', opacity=1.0, ori=0.0, pos=array([-480.,  400.]), rgb=UNKNOWN, text='Exigencia mental', units='pix', win=Window(...), wrapWidth=500)
4387.7456 	EXP 	window1: mouseVisible = False
4387.7501 	EXP 	window1: mouseVisible = False
4387.7503 	EXP 	window1: mouseVisible = False
4387.7514 	EXP 	window1: mouseVisible = False
4387.7524 	EXP 	window1: mouseVisible = False
4387.7674 	EXP 	window1: mouseVisible = False
4387.7676 	EXP 	window1: mouseVisible = False
4387.7681 	EXP 	window1: mouseVisible = False
4387.7687 	EXP 	window1: mouseVisible = False
4387.7910 	EXP 	window1: mouseVisible = False
4387.7912 	EXP 	window1: mouseVisible = False
4387.7919 	EXP 	window1: mouseVisible = False
4387.7925 	EXP 	window1: mouseVisible = False
4387.7973 	EXP 	window1: mouseVisible = False
4387.7974 	EXP 	window1: mouseVisible = False
4387.7980 	EXP 	window1: mouseVisible = False
4387.7986 	EXP 	window1: mouseVisible = False
4387.8036 	EXP 	window1: mouseVisible = False
4387.8038 	EXP 	window1: mouseVisible = False
4387.8049 	EXP 	window1: mouseVisible = False
4387.8056 	EXP 	window1: mouseVisible = False
4387.8182 	EXP 	window1: mouseVisible = False
4387.8184 	EXP 	window1: mouseVisible = False
4387.8190 	EXP 	window1: mouseVisible = False
4387.8198 	EXP 	window1: mouseVisible = False
4387.8256 	EXP 	window1: mouseVisible = False
4387.8273 	EXP 	window1: mouseVisible = False
